name,brand,image_link,features,price,certificate_reps,product_type,content_by_ethos,certificates,packaging_type,ingredients,rating,url
"Hip Hip Burro Make-up Removal Butter, 45 ml",La Saponaria,"https://ec.nice-cdn.com/upload/image/product/large/default/128227_5878ec8e.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/121175_a5d22f58.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/121176_d6c40c28.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/121177_83f8765f.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/128227_5878ec8e.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/121175_a5d22f58.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/121176_d6c40c28.128x128.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/121177_83f8765f.128x128.jpg","For dry, sensitive & mature skin,Can be used to remove waterproof make-up,Highly moisturising","€ 12,99","ccpb,Vegan","Make-up ,","Plastic-free ,     Vegan","ccpb,Vegan - Uncertified ","Glass,     Jar",",Coco Caprylate/ Caprate,,,Polyglyceryl-4-Caprate,C10-18 Triglycerides,Hydrated Silica,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,Parfum (Fragrance),Limonene,Aqua (Water)","3,7",https://www.ecco-verde.com/la-saponaria/hip-hip-burro-make-up-removal-butter
"osolebio High Protection Anti-Aging Face Cream SPF 30, 40 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/136047_88c14c56.256x256.jpg,"For normal & sensitive skin,With hyaluronic acid,Promotes skin elasticity","€ 23,49","Unisex,Vegan",Face Creams,"Unisex,     Vegan",Vegan - Uncertified ,,"Aqua (Water),hydroxyapatite,Vaccinium Myrtillus Fruit Water,Helianthus Annuus (Sunflower) Seed Oil,,Coco Caprylate/ Caprate,Propanediol,cetearyl olivate,,Pongamia Pinnata Seed Extract,Vigna Aconitifolia Seed Extract,moringa pterygosperma seed extract,Bisabolol,lauroyl lysine,Polyhydroxystearic Acid,Phenethyl Alcohol,Xanthan Gum,Undecyl alcohol,citricacid,Sodium Phytate,Maltodextrin,Glycerin,glycine soja oil unsaponifiables,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,Iron Oxide (CI 77492),CI 77491 (Iron Oxide)","2,9",https://www.ecco-verde.com/la-saponaria/osolebio-high-protection-anti-aging-face-cream-spf-30
"""Sarasvati"" Light Brown Plant Hair Colour, 100 g",La Saponaria,"https://ec.nice-cdn.com/upload/image/product/large/default/93267_650df1ef.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/93281_1b016eaf.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/93267_650df1ef.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/93281_1b016eaf.128x128.jpg","For added volume & shine,Free from metal salt,No red undertones","€ 10,89","Unisex,Vegan",,"Unisex,     Vegan",Vegan - Uncertified ,,"Cassia Auriculata Leaf Powder,Indigofera Tinctoria (Indigo) Leaf Powder,Lawsonia Inermis (Henna) Leaf Powder,Emblica Officinalis Fruit Powder,Ziziphus spina-christi leaf extract,Chamomilla recutita flower powder","4,0",https://www.ecco-verde.com/la-saponaria/sarasvati-light-brown-plant-hair-colour
"WONDER POP No Stress Facial Cleanser, 70 g",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/126398_ad34d0f8.256x256.png,"For sensitive & dry skin,Stimulates cell regeneration,Protects & soothes","€ 5,49",Vegan,Facial Cleansers,"Plastic-free ,     Vegan",Vegan - Uncertified ,,",Aqua (Water),Sodium hydroxide,,,Oryza Sativa Powder,Rosa Canina(Rosehip) Fruit Extract,Lavandula Hybrida (Lavandin) Oil,Glycerin,citricacid,Sodium Phytate,Parfum (Fragrance),CI 77491 (Iron Oxide),Linalool,Limonene,Geraniol","3,4",https://www.ecco-verde.com/la-saponaria/wonder-pop-no-stress-facial-cleanser
"Ginger & Lime Body Cream, 75 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/74760_66104219.256x256.png,"Suitable for all skin types,Ideal for men & women,Fast-absorbing formula","€ 5,99","ccpb,Unisex,Vegan",Body Care,"Plastic-free ,     Unisex,     Vegan","ccpb,Vegan - Uncertified ","Jar,     Travel Size","Aqua (Water),Lavandula Hybrida (Lavandin) Flower Water,Vaccinium Myrtillus Fruit Water,,Helianthus Annuus (Sunflower) Seed Oil,Coco Caprylate/ Caprate,Citrate,Glycerin,,Arctium Lappa (Burdock) Root Extract,,Saccaride Isomerate,Sodium PCA,Fructooligosaccharides,Propanediol,Glyceryl Caprylate,Xanthan Gum,Sodium Phytate,citricacid,Sodium Citrate,Parfum (Fragrance),Sodium Dehydroacetate,Limonene,Linalool,Geraniol","4,1",https://www.ecco-verde.com/la-saponaria/ginger-lime-body-cream
"Solid Toothpaste Tablets, Mint   (115 Pcs)",Officina Naturae,"https://ec.nice-cdn.com/upload/image/product/large/default/90094_61055a80.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/90095_77865bb9.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/90096_b714f3f1.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/90094_61055a80.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/90095_77865bb9.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/90096_b714f3f1.128x128.jpg","Effective & long-lasting effect,Fluroide-free formula,Fresh breath","€ 9,59","ccpb,Nickel tested,Unisex,Vegan",,"Homeopathy compatible,     Nickel tested,     Plastic-free ,     Unisex,     Vegan","ccpb,Vegan - Uncertified ",Glass,"Oryza Sativa (Rice) Starch,Sorbitol,Sodium Bicarbonate,Sodium Lauroyl Glutamate,Sodium Carboxymethyl Starch,Xanthan Gum,Xylitol,Dicalcium Phosphate Dihydrate,Calcium Carbonates,Magnesium Stearate,Menthol,Mentha Piperita (Peppermint) Oil,hydroxyapatite,Sodium chloride,Limonene","4,7",https://www.ecco-verde.com/officina-naturae/solid-toothpaste-tablets
"Body Scrub Ginger & Apricot, 75 ml",La Saponaria,"https://ec.nice-cdn.com/upload/image/product/large/default/90197_102a833a.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/90198_ee67daa0.256x256.jpg,https://ec.nice-cdn.com/upload/image/product/large/default/90197_102a833a.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/90198_ee67daa0.128x128.jpg","For every skin type,Removes dead skin cells,Nourishing & with a heavenly scent","€ 6,99","ccpb,Unisex,Vegan",Body Scrubs,"Minimal plastic packaging,     Unisex,     Vegan","ccpb,Vegan - Uncertified ",Jar,"Aqua (Water),,Cellulose Acetate,Helianthus Annuus (Sunflower) Seed Oil,Silica,,Glycerin,Propanediol,,Ruscus Aculeatus Root Extract,,Parfum (Fragrance),Xanthan Gum,Mica,Sodium Dehydroacetate,Phenethyl Alcohol,Sodium Phytate,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,Sodium Citrate,potassium hydroxide,Undecyl alcohol,citricacid,tin oxide,Iron Oxide (CI 77492),Limonene","3,5",https://www.ecco-verde.com/la-saponaria/body-scrub-ginger-apricot
"osolebio Sun Milk SPF 20, 125 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/95547_1083e340.256x256.jpg,"Protects the skin against oxidative stress,Water-resistant formula,Hydrates & boosts skin elasticity",,Vegan,,Vegan,Vegan - Uncertified ,,"Helianthus Annuus (Sunflower) Seed Oil,,Coco Caprylate/ Caprate,,Polyhydroxystearic Acid,,,,Pongamia Pinnata Seed Extract,Bisabolol,Parfum (Fragrance),Tocopheryl Acetate,citricacid,Linalool,Geraniol","4,7",https://www.ecco-verde.com/la-saponaria/osolebio-sun-milk-spf-20
"""Everest"" Solid Foot & Body Butter, 80 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/96456_99457289.256x256.png,"Suitable for all skin types,Ideal for use after sports,100% biodegradable",,"ccpb,Unisex,Vegan",Body Care,"Plastic-free ,     Unisex,     Vegan","ccpb,Vegan - Uncertified ",,",,hydrogenated castor oil,C10-18 Triglycerides,Coco Caprylate/ Caprate,Helianthus Annuus (Sunflower) Seed Oil,,,,Arnica Montana (Arnica) Flower Extract,Juniperus Communis Fruit Oil,,Thymus vulgaris leaf oil,Ruscus Aculeatus Root Extract,Hedera Helix Leaf Extract,,Ginkgo Biloba Leaf Extract,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,CI 77007 (Ultramarines)﻿,Limonene,Linalool,Geraniol","3,4",https://www.ecco-verde.com/la-saponaria/everest-solid-foot-body-butter
"WONDER POP Nice to Meet You Mousse Peeling, 45 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/132065_9395ea73.256x256.png,"Suitable for all skin types,Removes dead skin cells,With anti-aging effects","€ 12,99",Vegan,Body Scrubs,"Plastic-free ,     Vegan",Vegan - Uncertified ,,"Glycerin,Maltodextrin,Propanediol,Cellulose Acetate,sodium carboxymethyl starch,Helianthus Annuus (Sunflower) Seed Oil,saccharum officinarum extract,Solum Fullonum,Oryza Sativa Powder,Vigna Aconitifolia Seed Extract,Ruscus Aculeatus Root Extract,Vaccinium Myrtillus Fruit Water,Rosa Canina(Rosehip) Fruit Extract,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,Inulin,Betaine,Fructose,Iron Oxide (CI 77492),Parfum (Fragrance),Linalool,Aqua (Water)","3,8",https://www.ecco-verde.com/la-saponaria/wonder-pop-nice-to-meet-you-mousse-peeling
"Mascara #Swipe-Up, 8 ml",puroBIO Cosmetics,"https://ec.nice-cdn.com/upload/image/product/large/default/92900_e33af22a.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/92899_ad1d6856.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/92900_e33af22a.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/92899_ad1d6856.128x128.png","Strengthens & conditioner,Replaces the use of a lash curler,Small, curved bristles",,"PETA Cruelty Free,Vegan OK,Nickel tested,Vegan",Make-up,"Nickel tested,     Vegan","PETA Cruelty Free,Vegan OK",,"Aqua (Water),CI 77499 (Iron Oxide),Hydrogenated Olive Oil Stearyl Esters,,Stearic Acid,Glycerin,Pentylene Glycol,pullulan,Centaurea Cyanus (Flower) Water,Glyceryl Caprylate,oleic/linoleic/linolenic polyglycerides,Rosa Gallica Flower Extract,Xanthan Gum,Sodium hydroxide,Galactoarabinan,Sodium benzoate","2,0",https://www.ecco-verde.com/purobio-cosmetics/mascara-swipe-up
"""Coccola"" Solid Hand & Body Butter, 80 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/96458_1239a060.256x256.png,"For normal, dry & rough skin,Rich in vitamins,Hydrates & boosts elasticity","€ 14,09","ccpb,Vegan",Body Care,"Plastic-free ,     Vegan","ccpb,Vegan - Uncertified ",,",,hydrogenated castor oil,C10-18 Triglycerides,Coco Caprylate/ Caprate,Helianthus Annuus (Sunflower) Seed Oil,,,Parfum (Fragrance),,,,Citrus Aurantium Dulcis (Sweet Orange) Peel,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,Limonene,Geraniol,Linalool","4,0",https://www.ecco-verde.com/la-saponaria/coccola-solid-hand-body-butter
"""Pink Moon"" Solid Body Butter, 80 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/96454_eb04d958.256x256.png,"Suitable for all skin types,Stimulates skin elasticity,With antioxidants","€ 14,09",Vegan,Body Care,"Plastic-free ,     Vegan",Vegan - Uncertified ,,",,hydrogenated castor oil,Coco Caprylate/ Caprate,C10-18 Triglycerides,,,Parfum (Fragrance),Helianthus Annuus (Sunflower) Seed Oil,Mica,,Astrocaryum Murumuru Seed Butter,CI 77491 (Iron Oxide),Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,tin oxide","3,6",https://www.ecco-verde.com/la-saponaria/pink-moon-solid-body-butter
"""Keep Calm"" Solid Hand & Body Butter, 80 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/96455_dfe0f1fa.256x256.png,"Suitable for all skin types,Ideal for sensitive or tattooed skin,Compact format ideal for travel","€ 14,09","ccpb,Vegan",Body Care,"Plastic-free ,     Vegan","ccpb,Vegan - Uncertified ",,",,hydrogenated castor oil,C10-18 Triglycerides,Coco Caprylate/ Caprate,Helianthus Annuus (Sunflower) Seed Oil,,,Parfum (Fragrance),Mauritia Flexuosa Fruit Oil,Citrus Bergamia Peel Oil Expressed,Bisabolol,,,,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,Limonene,Linalool","3,5",https://www.ecco-verde.com/la-saponaria/keep-calm-solid-hand-body-butter
"Mascara #Fan, 8 ml",puroBIO Cosmetics,"https://ec.nice-cdn.com/upload/image/product/large/default/92909_0d7ebe8f.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/92910_fca2d052.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/92909_0d7ebe8f.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/92910_fca2d052.128x128.png","Coats all the hairs,Precision application,With jojoba oil & cornflower",,"PETA Cruelty Free,Vegan OK,Nickel tested,Vegan",Make-up,"Nickel tested,     Vegan","PETA Cruelty Free,Vegan OK",,"Aqua (Water),CI 77499 (Iron Oxide),Hydrogenated Olive Oil Stearyl Esters,,Stearic Acid,Glycerin,Pentylene Glycol,pullulan,Centaurea Cyanus (Flower) Water,Glyceryl Caprylate,oleic/linoleic/linolenic polyglycerides,Rosa Gallica Flower Extract,Xanthan Gum,Sodium hydroxide,Galactoarabinan,Sodium benzoate","2,3",https://www.ecco-verde.com/purobio-cosmetics/mascara-fan
"""Up!"" Solid Foot & Body Butter, 80 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/96457_8b76fb16.256x256.png,"For cellulite,Perfect for on-the-go use,Firmness & suppleness","€ 14,09","ccpb,Vegan",Body Care,"Plastic-free ,     Vegan","ccpb,Vegan - Uncertified ",,",,hydrogenated castor oil,Coco Caprylate/ Caprate,C10-18 Triglycerides,,,Helianthus Annuus (Sunflower) Seed Oil,,Parfum (Fragrance),Orbignya Oleifera (Babassu) Seed Oil,Ruscus Aculeatus Root Extract,Ginkgo Biloba Leaf Extract,Schinus Terebinthifolius Seed Extract,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,Mica,CI 77491 (Iron Oxide),Limonene","3,0",https://www.ecco-verde.com/la-saponaria/up-solid-foot-body-butter
"osolebio Sun Cream SPF 50, 40 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/95522_188636d8.256x256.jpg,"Ideal for children & sensitive skin types,Rich in mineral filters,Waterproof","€ 9,99","Unisex,Vegan",,"Unisex,     Vegan",Vegan - Uncertified ,,"Aqua (Water),hydroxyapatite,,Coco Caprylate/ Caprate,Propanediol,Helianthus Annuus (Sunflower) Seed Oil,,tri (polyglyceryl-3/lauryl) hydrogenated trilinoleate,Polyhydroxystearic Acid,lauroyl lysine,Magnesium Stearate,Tocopheryl Acetate,,,Bisabolol,Magnesium Sulfate,Phenethyl Alcohol,Undecyl alcohol,Xanthan Gum,Glycerin,citricacid,Iron Oxide (CI 77492),CI 77491 (Iron Oxide)","4,2",https://www.ecco-verde.com/la-saponaria/osolebio-sun-cream-spf-50
"Dentí Solid Toothpaste, Mint, 21 Pcs",Officina Naturae,"https://ec.nice-cdn.com/upload/image/product/large/default/90157_badc6911.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/90155_ba733c70.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/90158_af6b4c99.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/90157_badc6911.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/90155_ba733c70.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/90158_af6b4c99.128x128.png","Prevents tooth decay,Fluoride-free formula,Plastic-free & recyclable packaging","€ 3,99","ccpb,Nickel tested,Unisex,Vegan",,"Nickel tested,     Plastic-free ,     Unisex,     Vegan","ccpb,Vegan - Uncertified ",Can,"Oryza Sativa (Rice) Starch,Sorbitol,Sodium Bicarbonate,Sodium Lauroyl Glutamate,Sodium Carboxymethyl Starch,Xanthan Gum,Xylitol,Dicalcium Phosphate Dihydrate,Calcium Carbonates,Magnesium Stearate,Menthol,Mentha Piperita (Peppermint) Oil,hydroxyapatite,Sodium chloride,Limonene","4,5",https://www.ecco-verde.com/officina-naturae/denti-solid-toothpaste-mint
"osolebio Shower Gel & Shampoo, 150 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/95527_e7a24462.256x256.jpg,"For all skin & hair types,Vitamin-rich formula,Tones & regenerates","€ 5,99","Unisex,Vegan","2in1 Shampoo & Shower,     Body Cleansing","Unisex,     Vegan",Vegan - Uncertified ,Bottle,"Aqua (Water),,Sodium Coco-Glucoside Tartrate,Glyceryl Oleate,Sodium PCA,Glycerin,,,,citricacid,Xanthan Gum,Sodium benzoate,Sodium Phytate,Sodium Dehydroacetate,Limonene,Linalool","4,4",https://www.ecco-verde.com/la-saponaria/osolebio-shower-gel-shampoo
"osolebio Sun Milk SPF 50, 125 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/130450_aead4356.256x256.jpg,"Also for children & sensitive skin types,For the face & body,UVA & UVB protection","€ 28,49","Unisex,Vegan",,"Unisex,     Vegan,     Water resistant",Vegan - Uncertified ,Spray bottle,"Coco Caprylate/ Caprate,Helianthus Annuus (Sunflower) Seed Oil,c13-15 alkane (plant based),,Polyhydroxystearic Acid,hydrogenated castor oil,,Pongamia Pinnata Seed Extract,,Bisabolol,,glycine soja oil unsaponifiables,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,Parfum (Fragrance),lauroyl lysine","4,8",https://www.ecco-verde.com/la-saponaria/osolebio-sun-milk-spf-50
"osolebio Protective 3-in-1 Hair Oil, 125 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/95529_bf1d8fcf.256x256.jpg,"For normal, dry & damaged hair,Prevents split ends,For added resilience","€ 12,09",Vegan,Hair Care,Vegan,Vegan - Uncertified ,Spray bottle,"Coco Caprylate/ Caprate,c13-15 alkane (plant based),linum usitatissimum seed oil,,Orbignya Oleifera (Babassu) Seed Oil,,Gardenia Tahitensis Flower Extract,Helianthus Annuus (Sunflower) Seed Oil,Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables,glycine soja oil unsaponifiables,Parfum (Fragrance),Linalool,Geraniol","3,6",https://www.ecco-verde.com/la-saponaria/osolebio-protective-3-in-1-hair-oil
"osolebio After Sun Lotion, 150 ml",La Saponaria,https://ec.nice-cdn.com/upload/image/product/large/default/100026_6bf29057.256x256.jpg,"Protects the skin against dryness,Vitamin-rich texture,Packed with antioxidants","€ 11,69","Unisex,Vegan",Sun Care,"Unisex,     Vegan",Vegan - Uncertified ,,"Aqua (Water),,,Glycerin,,,Sodium PCA,Propanediol,Glyceryl Caprylate,Tocopheryl Acetate,,,,,Chamomilla Recutita (Matricaria) Flower Extract,Polygonum Cuspidatum Root Extract,Scutellaria Baicalensis Root Extract,camelia sinensis leaf extract,Rosmarinus Officinalis (Rosemary) Leaf Extract,Sodium Phytate,Sodium benzoate,Xanthan Gum,Sodium Dehydroacetate,Limonene,Linalool","4,7",https://www.ecco-verde.com/la-saponaria/osolebio-after-sun-lotion
"Argan Anti-Aging Day Cream, 50 ml",LÉA NATURE SO BiO étic,"https://ec.nice-cdn.com/upload/image/product/large/default/107669_c6883ca2.256x256.webp,https://ec.nice-cdn.com/upload/image/product/large/default/68727_d7c6068e.256x256.webp,https://ec.nice-cdn.com/upload/image/product/large/default/107669_c6883ca2.128x128.webp,https://ec.nice-cdn.com/upload/image/product/large/default/68727_d7c6068e.128x128.webp","For mature & demanding skin,Nourishing & protective properties,Lends elasticity & radiance","€ 15,39","Cosmébio,ECOCERT",Face Creams,,"Cosmébio,ECOCERT",Jar,"Aqua (Water),,Dicaprylyl Carbonate,Glycerin,,C10-18 Triglycerides,,Olus Oil (Vegetable Oil),Behenyl Alcohol,Magnesium Aluminum Silicate,Sodium Stearoyl Glutamate,Parfum (Fragrance),hydrogenated vegetable oil,Xanthan Gum,sodium levulinate,Sodium benzoate,Helianthus Annuus (Sunflower) Seed Oil,Linalool,Limonene,Anise Alcohol,Geraniol","4,4",https://www.ecco-verde.com/sobio-etic/argan-anti-age-day-cream
"Argan Anti-Age Micellar Water, 500 ml",LÉA NATURE SO BiO étic,"https://ec.nice-cdn.com/upload/image/product/large/default/106973_38c7d84b.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/113754_7bac6372.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106972_fb9e3523.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106973_38c7d84b.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/113754_7bac6372.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/106972_fb9e3523.128x128.png","For all skin types,Smoothing & firming properties,With hyaluronic acid","€ 8,59","Cosmébio,ECOCERT",Facial Cleansers,Sulphate-free,"Cosmébio,ECOCERT",,"Aqua (Water),,Glycerin,sodium levulinate,Caprylyl/Capryl Glucoside,Sodium benzoate,Parfum (Fragrance),,Sodium hydroxide,Linalool,Geraniol","4,3",https://www.ecco-verde.com/sobio-etic/argan-anti-age-micelles-water
"HOMME Fresh Woods Eau de Toilette, 100 ml",Florame,https://ec.nice-cdn.com/upload/image/product/large/default/14651_a09cfb0e.256x256.jpg,"Mild & woody base note,From purely natural ingredients,Protects the skin","€ 32,49","Cosmébio,ECOCERT",,,"Cosmébio,ECOCERT",,"Alcohol,Citrus Aurantium Amara (Bitter Orange) Flower Water,Limonene,Lavandula Angustifolia (Lavender) Oil,Citrus Medica Limonum (Lemon) Peel Oil,Linalool,Cedrus Atlantica (Cedar) Bark Oil,Citrus Grandis (Grapefruit) Peel Oil,Litsea Cubeba Fruit Oil,Citrus Aurantium Amara (Bitter Orange) Peel Oil,Citrus Aurantium Amara (Bitter Orange) Leaf/twig Oil,Pogostemon Xablin (Patchouli) Oil,Vetiveria Zizanoides (Vetiver) Root Oil,Geraniol,Citronellol,Anise Alcohol","4,5",https://www.ecco-verde.com/florame/homme-fresh-woods-eau-de-toilette
"Green Clay Mask For Oily & Combination Skin, 100 ml",CATTIER Paris,https://ec.nice-cdn.com/upload/image/product/large/default/91733_73b9295f.256x256.jpg,"Moisturising,Clarifies & remineralises the skin,Absorbs toxins from the skin","€ 7,99","Cosmébio,ECOCERT",Face Scrubs,,"Cosmébio,ECOCERT",,"Aqua (Water),Illite,,,,","4,4",https://www.ecco-verde.com/cattier-paris/green-clay-mask-for-oily-combination-skin
"Classic Lipstick, 462 Old Pink (3,50 g)",Zao,"https://ec.nice-cdn.com/upload/image/product/large/default/117165_8f3d6dd0.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/110190_d28774e0.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/117165_8f3d6dd0.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/110190_d28774e0.128x128.png","Good coverage,Soft texture & long-wear formula,Rich in conditioning oils","€ 17,99","Cosmébio,PETA Cruelty Free,ECOCERT,UK Vegan Society,ECOCERT - Cosmos Organic,Cosmébio - COSMOS ORGANIC,Unisex,Vegan",Make-up,"Refillable,","Cosmébio,PETA Cruelty Free,ECOCERT,UK Vegan Society,ECOCERT - Cosmos Organic,Cosmébio - COSMOS ORGANIC",,",C10-18 Triglycerides,Hydrogenated Olive Oil Stearyl Esters,hydrogenated vegetable oil,Hydroxystearic / Linolenic / Oleic Polyglycerides,,Parfum (Fragrance),,,,Elaeis Guineensis Butter,,,Bambusa arundinacea (bamboo) stem extract,Bambusa arundinacea (bamboo) stem extract,Helianthus Annuus (Sunflower) Seed Oil,CI 77820 (Silver),May Contain (+/-): ci 77016 (mica),Iron Oxide (CI 77492),Iron Oxide (CI 77492),Iron Oxide (CI 77492),CI 77007 (Ultramarines)﻿,CI 77742 (Manganese Violet)","4,4",https://www.ecco-verde.com/zao/classic-lipstick
"Organic Aloe Vera & Rose Soothing Micellar Water, 500 ml",LÉA NATURE SO BiO étic,"https://ec.nice-cdn.com/upload/image/product/large/default/107685_2c485f4d.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106979_067fffb9.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/107685_2c485f4d.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/106979_067fffb9.128x128.png","For sensitive and irritated skin,Also suitable for the eye & lip area,Hydrating effect","€ 8,59","ECOCERT - Cosmos Organic,Cosmébio - COSMOS ORGANIC,Vegan",Facial Cleansers,Vegan,"ECOCERT - Cosmos Organic,Cosmébio - COSMOS ORGANIC,Vegan - Uncertified ",,"Aqua (Water),,Glycerin,,,Caprylyl/Capryl Glucoside,Decyl glucoside,Parfum (Fragrance),Levulinic Acid,sodium levulinate,Sodium benzoate,Sodium hydroxide,citricacid","4,2",https://www.ecco-verde.com/sobio-etic/organic-aloe-vera-rose-soothing-micellar-water
"5in1 Anti-Aging Eye & Lip Contour Cream, 15 ml",LÉA NATURE SO BiO étic,"https://ec.nice-cdn.com/upload/image/product/large/default/106986_7e06f819.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106985_be1c49a4.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/106986_7e06f819.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/106985_be1c49a4.128x128.png","Reduces wrinkles,Firming & plumping,Hydrates,Reduces puffiness & dark circles,With hyaluronic acid","€ 15,39","Cosmébio,ECOCERT",Eye Care,,"Cosmébio,ECOCERT","Cardboard,     Tube","Aqua (Water),,,Dicaprylyl Carbonate,Glycerin,cetearyl olivate,Behenyl Alcohol,sodium levulinate,Xanthan Gum,Sodium benzoate,Parfum (Fragrance),hydrogenated vegetable oil,Chlorella Vulgaris Extract,Polygonum Fagopyrum Seed Extract,Linalool,Limonene,Sodium hydroxide,Anise Alcohol","4,4",https://www.ecco-verde.com/sobio-etic/5in1-anti-aging-eye-lip-contour-cream
"Nourishing Shea Butter Shampoo , 250 ml",LÉA NATURE SO BiO étic,"https://ec.nice-cdn.com/upload/image/product/large/default/107683_5e69441e.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/107102_1aee2847.256x256.png,https://ec.nice-cdn.com/upload/image/product/large/default/107683_5e69441e.128x128.png,https://ec.nice-cdn.com/upload/image/product/large/default/107102_1aee2847.128x128.png","Suitable for dry & damaged hair,Smooths the structure of the hair,Free from silicones & sulphates","€ 6,49","Cosmébio,ECOCERT",Shampoos,Sulphate-free,"Cosmébio,ECOCERT",,"Aqua (Water),Cocamidopropyl Betaine,Glycerin,Decyl glucoside,,Sorbitan Caprylate,Sodium chloride,Xanthan Gum,Sodium benzoate,Parfum (Fragrance),,Caesalpinia Spinosa Gum,Linalool,Sodium hydroxide","3,8",https://www.ecco-verde.com/sobio-etic/nourishing-shea-butter-shampoo
